NodeIndex,NodeLabel,NodeType,NodeShape,NodeSize,NodeColor
416,"Singer, Alice",Author,Circle,1,Light Blue
417,"Skaggs, David Curtis",Author,Circle,1,Light Blue
418,"Slater, Dan",Author,Circle,1,Light Blue
419,"Slez, Adam; Martin, John Levi",Author,Circle,1,Light Blue
420,"Smith, David Glenn",Author,Circle,1,Light Blue
421,"Smith, Robert",Author,Circle,1,Light Blue
422,"Smuts, Barbara B.",Author,Circle,1,Light Blue
423,"Snodgrass, A. M.",Author,Circle,1,Light Blue
424,"Solinger, Dorothy J.",Author,Circle,1,Light Blue
425,"Somers, Margaret R.",Author,Circle,1,Light Blue
426,"Song, Keon-Sup",Author,Circle,1,Light Blue
427,"Spitzer, Robert J.",Author,Circle,1,Light Blue
428,"Stevenson, Adlai E.",Author,Circle,1,Light Blue
429,"Stockton, Hans",Author,Circle,1,Light Blue
430,"Strayer, F. F.; Strayer, Janet",Author,Circle,1,Light Blue
431,"Strier, Karen B.",Author,Circle,1,Light Blue
432,"Strier, Karen B.; Dib, Laiena T.; Figueira, José E. C.",Author,Circle,1,Light Blue
433,"Strnad, Grazyna",Author,Circle,1,Light Blue
434,"Strogatz, Steven H.",Author,Circle,1,Light Blue
435,"Syme, Geoffrey J.; Syme, L. A.",Author,Circle,1,Light Blue
436,"Taek, Han Jung",Author,Circle,1,Light Blue
437,"Tango, Gerard J.",Author,Circle,1,Light Blue
438,"Terwiel, Barend",Author,Circle,1,Light Blue
439,"Thomas, Charles M.",Author,Circle,1,Light Blue
440,"Thompson Jr, Hugh R.",Author,Circle,1,Light Blue
441,"Tilly, Charles",Author,Circle,1,Light Blue
442,"Van Doorn, G. Sander; Hengeveld, Geerten M.; Weissing, Franz J.",Author,Circle,1,Light Blue
443,"Van Doorn, G. Sander; Weissing, Franz J.; Hengeveld, Geerten M.",Author,Circle,1,Light Blue
444,"Van Hooff, Jan A. R. A. M.",Author,Circle,1,Light Blue
445,"Varga, Nicholas",Author,Circle,1,Light Blue
446,"Vaughn, Brian E.; Waters, Everett",Author,Circle,1,Light Blue
447,"Venkatesh, Sudhir Alladi; Levitt, Steven D.",Author,Circle,1,Light Blue
448,"Viveiros de Castro, Eduardo",Author,Circle,1,Light Blue
449,"Wallace-Hadrill, Andrew",Author,Circle,1,Light Blue
450,"Waller, Willard",Author,Circle,1,Light Blue
451,"Wang, Yi-ting; Kitschelt, Herbert",Author,Circle,1,Light Blue
452,"Ward, W. R.",Author,Circle,1,Light Blue
453,"Watts, Duncan J.; Dodds, Peter Sheridan; Newman, M. E. J.",Author,Circle,1,Light Blue
454,"Waugh, Scott L.",Author,Circle,1,Light Blue
455,"Weber, Max",Author,Circle,1,Light Blue
456,"Weigley, Russell Frank",Author,Circle,1,Light Blue
457,"Weimann, Gabriel",Author,Circle,1,Light Blue
458,"Weingrod, Alex",Author,Circle,1,Light Blue
459,"Weisfeld, Glen E.; Omark, Donald R.; Cronin, Carol L.",Author,Circle,1,Light Blue
460,"Wendel, Thomas",Author,Circle,1,Light Blue
461,"White, Douglas R.; Harary, Frank",Author,Circle,1,Light Blue
462,"White, Harrison C.; Boorman, Scott A.; Breiger, Ronald L.",Author,Circle,1,Light Blue
463,"Whitehead, Neil L.",Author,Circle,1,Light Blue
464,"Whitten, David O.",Author,Circle,1,Light Blue
465,"Wiley, James A.; Herschkorn, Stephen J.",Author,Circle,1,Light Blue
466,"Williamson, Oliver E.",Author,Circle,1,Light Blue
467,"Winship, Christopher",Author,Circle,1,Light Blue
468,"Wong, Ling Heng; Pattison, Philippa E.; Robins, Garry",Author,Circle,1,Light Blue
469,"Woo, Byung-Kyu; Kim, Chong Lim",Author,Circle,1,Light Blue
470,"Woo, Jaejoon",Author,Circle,1,Light Blue
471,"Wrangham, Richard W.",Author,Circle,1,Light Blue
472,"Wright, Tony",Author,Circle,1,Light Blue
473,"Yamaguchi, Kazuo",Author,Circle,1,Light Blue
474,"Yeo, Andrew",Author,Circle,1,Light Blue
475,"Yeung, King-To",Author,Circle,1,Light Blue
476,"Yoon, Ho Young; Park, Han-Woo",Author,Circle,1,Light Blue
477,"Yoon, Jiso; Shin, Ki-young",Author,Circle,1,Light Blue
478,"Yoon, Jongbin",Author,Circle,1,Light Blue
479,"Yuk, Joowon",Author,Circle,1,Light Blue
480,"Yun, Sung-Oak",Author,Circle,1,Light Blue
481,"Zariski, Raphael",Author,Circle,1,Light Blue
482,"Zerubavel, Eviatar",Author,Circle,1,Light Blue
483,"Zetterberg, Hans L.",Author,Circle,1,Light Blue
484,"Zhao, Dingxin",Author,Circle,1,Light Blue
485,朴允姬,Author,Circle,1,Light Blue
486,朴眞炅; 鄭하나; 金相淑,Author,Circle,1,Light Blue
487,李定珍,Author,Circle,1,Light Blue
488,강민제; 윤성이,Author,Circle,1,Light Blue
489,"금창호; Choi, Young-chool; Gwan, Park Jong",Author,Circle,1,Light Blue
490,길정아  Jung Ah Gil,Author,Circle,1,Light Blue
491,김범수; 서정민,Author,Circle,1,Light Blue
492,김영태,Author,Circle,1,Light Blue
493,김용호,Author,Circle,1,Light Blue
494,김은희,Author,Circle,1,Light Blue
495,김정기,Author,Circle,1,Light Blue
496,김태완,Author,Circle,1,Light Blue
497,김현조; 이수구; 박영강,Author,Circle,1,Light Blue
498,김현희; 오유석; 박인혜,Author,Circle,1,Light Blue
499,"남창우; Choi, Hwasick",Author,Circle,1,Light Blue
500,박경미,Author,Circle,1,Light Blue
501,박명호; 김민선,Author,Circle,1,Light Blue
502,박명호; 차홍석,Author,Circle,1,Light Blue
503,박명호; 한기영,Author,Circle,1,Light Blue
504,박상운,Author,Circle,1,Light Blue
505,박영강,Author,Circle,1,Light Blue
506,박용성; 최성구,Author,Circle,1,Light Blue
507,서복경,Author,Circle,1,Light Blue
508,성치훈; 진영재,Author,Circle,1,Light Blue
509,안신호,Author,Circle,1,Light Blue
510,안철현,Author,Circle,1,Light Blue
511,윤이화,Author,Circle,1,Light Blue
512,윤종빈,Author,Circle,1,Light Blue
513,이갑윤; 이현우,Author,Circle,1,Light Blue
514,이동윤,Author,Circle,1,Light Blue
515,이부하,Author,Circle,1,Light Blue
516,이종훈,Author,Circle,1,Light Blue
517,이종훈  Jong Hoon Lee,Author,Circle,1,Light Blue
518,이준한,Author,Circle,1,Light Blue
519,장승진,Author,Circle,1,Light Blue
520,전용주,Author,Circle,1,Light Blue
521,전용주; 임성학; 김석우,Author,Circle,1,Light Blue
522,전진영,Author,Circle,1,Light Blue
523,정준표,Author,Circle,1,Light Blue
524,정진민,Author,Circle,1,Light Blue
525,주용학,Author,Circle,1,Light Blue
526,하영애; 오영달,Author,Circle,1,Light Blue
527,허석재  Hur Sukjae,Author,Circle,1,Light Blue
528,황아란,Author,Circle,1,Light Blue
